protein_id_3610	PS	assembly_3610	seq_type_3610	chromosome_3610	genomic_accession_3610	start_3610	end_3610	strand_3610	name_3610	symbol_3610	locus_tag_3610	feature_interval_length_3610	product_length_3610	protein_id_168	assembly_168	seq_type_168	chromosome_168	genomic_accession_168	start_168	end_168	strand_168	name_168	symbol_168	locus_tag_168	feature_interval_length_168	product_length_168	symbol_168	category	syn_name	synonyms	operons
AQZ90287.1	1	GCA_002055965.1	chromosome		CP020102.1	1459682	1461394	+	phosphoenolpyruvate--protein phosphotransferase	ptsI	B4U62_07685	1713	570	CAB13264.2	GCA_000009045.1	chromosome	NA	AL009126.3	1459650	1461362	+	phosphotransferase system (PTS) enzyme I	ptsI	BSU_13910	1713	570	ptsI	Cellular processes#Transporters#Phosphotransferase system#General PTS proteins;Information processing#Genetics#Newly identified competence genes;Groups of genes#Phosphoproteins#Phosphorylation on a His residue;Groups of genes#Phosphoproteins#Phosphorylation on a Ser residue	ptsI	ptsI	ptsH→ptsI, ptsG→ptsI
AQZ88972.1	2	GCA_002055965.1	chromosome		CP020102.1	67914	68174	+	hypothetical protein	yabO	B4U62_00355	261	86	CAB11835.1	GCA_000009045.1	chromosome	NA	AL009126.3	67877	68137	+	"ribosomal RNA binding protein involved in 50S recycling; heat shock protein"	hslR	BSU_00590	261	86	yabO	Information processing#Protein synthesis, modification and degradation#Translation#Translation/ other/ based on similarity	yabO	yabO	yabM→yabR
AQZ92571.1	1	GCA_002055965.1	chromosome		CP020102.1	3791845	3792297	-	protein arginine phosphatase	ywlE	B4U62_19900	453	150	CAB15710.1	GCA_000009045.1	chromosome	NA	AL009126.3	3791805	3792257	-	protein-arginine(tyrosine moonlighting) phosphatase (oxidative stress)	prpB	BSU_36930	453	150	ywlE	Information processing#Protein synthesis, modification and degradation#Protein modification#Protein phosphatases	ywlE	ywlE;ipc-31d	ywlD→ywlG, ywlE→ywlG
AQZ90083.1	11	GCA_002055965.1	chromosome		CP020102.1	1265563	1265694	+	hypothetical protein	yjzF	B4U62_06605	132	43	CAX52597.1	GCA_000009045.1	chromosome	NA	AL009126.3	1265530	1265661	+	conserved hypothetical protein	yjzF	BSU_11928	132	43	yjzF	Groups of genes#Proteins of unknown function	yjzF	yjzF	NA
AQZ92478.1	1	GCA_002055965.1	chromosome		CP020102.1	3711536	3712444	+	transcriptional regulator	alsR	B4U62_19410	909	302	CAB15619.1	GCA_000009045.1	chromosome	NA	AL009126.3	3711498	3712406	+	transcriptional regulator controlling alsSD, ictEP expression (LysR family)	alsR	BSU_36020	909	302	alsR	Metabolism#Carbon metabolism#Carbon core metabolism#Overflow metabolism;Information processing#Regulation of gene expression#Transcription factors and their control#Transcription factors/ other	alsR	alsR	alsR→ywrK
AQZ92845.1	1	GCA_002055965.1	chromosome		CP020102.1	4074934	4075803	-	protein iolH	iolH	B4U62_21325	870	289	CAB16005.1	GCA_000009045.1	chromosome	NA	AL009126.3	4074896	4075765	-	putative sugar-phosphate epimerase/isomerase	iolH	BSU_39690	870	289	iolH	Metabolism#Carbon metabolism#Utilization of specific carbon sources#Utilization of inositol	iolH	iolH;yxdG	iolA→iolJ
AQZ90126.1	1	GCA_002055965.1	chromosome		CP020102.1	1305518	1306597	+	mannonate dehydratase	uxuA	B4U62_06835	1080	359	CAB13091.1	GCA_000009045.1	chromosome	NA	AL009126.3	1305486	1306565	+	D-mannonate dehydratase	uxuA	BSU_12340	1080	359	uxuA	Metabolism#Carbon metabolism#Utilization of specific carbon sources#Utilization of hexuronate;Lifestyles#Sporulation#Sporulation proteins#Sporulation proteins/ other	uxuA	uxuA;yjmE	yjmC→uxaA, uxaC→uxaA
AQZ89247.1	2	GCA_002055965.1	chromosome		CP020102.1	369279	369734	+	RDD family protein	yckC	B4U62_01985	456	151	CAB12133.1	GCA_000009045.1	chromosome	NA	AL009126.3	369236	369691	+	conserved integral membrane protein of unknown function	yckC	BSU_03390	456	151	yckC	Lifestyles#Sporulation#Sporulation proteins#Sporulation proteins/ other;Groups of genes#Membrane proteins	yckC	yckC	yckC
AQZ90386.1	4	GCA_002055965.1	chromosome		CP020102.1	1565378	1565740	-	hypothetical protein	ylbA	B4U62_08220	363	120	CAB13367.1	GCA_000009045.1	chromosome	NA	AL009126.3	1565347	1565709	-	conserved hypothetical protein	ylbA	BSU_14940	363	120	ylbA	Groups of genes#Proteins of unknown function	ylbA	ylbA	ylbA
AQZ89886.1	1	GCA_002055965.1	chromosome		CP020102.1	1069079	1070023	+	3'-5' exoribonuclease yhaM	yhaM	B4U62_05555	945	314	CAB12833.1	GCA_000009045.1	chromosome	NA	AL009126.3	1069042	1069986	+	3'-5' exonuclease	yhaM	BSU_09930	945	314	yhaM	Information processing#RNA synthesis and degradation#RNases#Exoribonucleases	yhaM	yhaM	yhaO→yhaM
AQZ90283.1	2	GCA_002055965.1	chromosome		CP020102.1	1455096	1456061	+	LacI family transcriptional regulator	ykvZ	B4U62_07665	966	321	CAB13260.1	GCA_000009045.1	chromosome	NA	AL009126.3	1455064	1456029	+	putative transcriptional regulator (LacI family)	ykvZ	BSU_13870	966	321	ykvZ	Information processing#Regulation of gene expression#Transcription factors and their control#Transcription factor/ other/ based on similarity	ykvZ	ykvZ	papB→glcT
AQZ89059.2	1	GCA_002055965.1	chromosome		CP020102.1	151339	152169	+	energy-coupling factor transporter ATP-binding protein EcfA2	cbiOB	B4U62_00885	831	276	CAB11922.1	GCA_000009045.1	chromosome	NA	AL009126.3	151303	152133	+	energizing coupling factor of ABC influx transporter (ATP-binding protein)	ecfAB	BSU_01460	831	276	ybaE	Cellular processes#Transporters#ECF transporter;Cellular processes#Transporters#ECF transporter#The general components of the ECF transporters;Groups of genes#Membrane proteins	ybaE	ybaE;ecfA2	NA
AQZ92226.1	1	GCA_002055965.1	chromosome		CP020102.1	3432353	3434170	-	sulfite reductase subunit alpha	cysJ	B4U62_18065	1818	605	CAB15349.1	GCA_000009045.1	chromosome	NA	AL009126.3	3432339	3434156	-	assimilatory sulfite reductase (flavoprotein alpha-subunit)	cysJ	BSU_33440	1818	605	cysJ	Metabolism#Additional metabolic pathways#Sulfur metabolism;Metabolism#Additional metabolic pathways#Sulfur metabolism#sulfur metabolism/ general	cysJ	cysJ;yvgQ	cysI→cysJ
AQZ89359.1	1	GCA_002055965.1	chromosome		CP020102.1	506906	507778	+	transporter	ybdO	B4U62_02590	873	290	CAB12261.1	GCA_000009045.1	chromosome	NA	AL009126.3	506866	507738	+	putative cation efflux system	ydbO	BSU_04540	873	290	ydbO	Cellular processes#Transporters#Transporters/ other#Other transporters;Groups of genes#Membrane proteins	ydbO	ydbO	ydbO
AQZ90785.1	11	GCA_002055965.1	chromosome		CP020102.1	2060269	2060724	-	hypothetical protein	yozJ	B4U62_10300	456	151	CAB13782.1	GCA_000009045.1	chromosome	NA	AL009126.3	2060237	2060692	-	hypothetical protein	yozJ	BSU_18900	456	151	yozJ	Groups of genes#Proteins of unknown function	yozJ	yozJ	NA
AQZ93049.1	3	GCA_002055965.1	chromosome		CP020102.1	1480964	1481482	+	hypothetical protein	ykzU	B4U62_07775	519	172	CAX52615.1	GCA_000009045.1	chromosome	NA	AL009126.3	1480933	1481451	+	conserved hypothetical protein	ykzU	BSU_14072	519	172	ykzU	Groups of genes#Proteins of unknown function	ykzU	ykzU	fadH→ykzU
AQZ91171.1	1	GCA_002055965.1	chromosome		CP020102.1	2379133	2380305	-	chorismate synthase	aroF	B4U62_12325	1173	390	CAB14187.3	GCA_000009045.1	chromosome	NA	AL009126.3	2379100	2380272	-	chorismate synthase	aroF	BSU_22710	1173	390	aroF	Metabolism#Amino acid/ nitrogen metabolism#Biosynthesis/ acquisition of amino acids#Biosynthesis/ acquisition of aromatic amino acids;Groups of genes#Essential genes;Groups of genes#Phosphoproteins#Phosphorylation on an Arg residue	aroF	aroF	cheR→aroH, aroF→aroH
AQZ92255.1	1	GCA_002055965.1	chromosome		CP020102.1	3462119	3463264	-	choline transport ATP-binding protein OpuBA	oppBA	B4U62_18215	1146	381	CAB15378.1	GCA_000009045.1	chromosome	NA	AL009126.3	3462105	3463250	-	choline ABC transporter (ATP-binding protein)	opuBA	BSU_33730	1146	381	opuBA	Cellular processes#Transporters#ABC transporters#Importers#Uptake of compatible solutes for osmoprotection;Lifestyles#Coping with stress#Coping with hyper-osmotic stress;Groups of genes#Membrane proteins	opuBA	opuBA;proV	opuBA→opuBD
AQZ93106.1	2	GCA_002055965.1	chromosome		CP020102.1	2982620	2983084	-	DUF441 family protein	ytwI	B4U62_15700	465	154	CAB14875.1	GCA_000009045.1	chromosome	NA	AL009126.3	2982603	2983067	-	putative integral membrane protein	ytwI	BSU_29150	465	154	ytwI	Lifestyles#Sporulation#Sporulation proteins#Newly identified sporulation proteins (based on transcription profiling)	ytwI	ytwI	ytwI
AQZ90925.1	9	GCA_002055965.1	chromosome		CP020102.1	2172813	2172932	-	hypothetical protein	yorT	B4U62_11045	120	39	CAB13918.1	GCA_000009045.1	chromosome	NA	AL009126.3	2172781	2172900	-	"conserved hypothetical protein; phage SPbeta"	yorT	BSU_20260	120	39	yorT	Prophages and mobile genetic elements#Prophages#SP-beta prophage	yorT	yorT	NA
AQZ92918.1	1	GCA_002055965.1	chromosome		CP020102.1	4147605	4148807	-	serine protease	htrC	B4U62_21695	1203	400	CAB16073.1	GCA_000009045.1	chromosome	NA	AL009126.3	4147567	4148769	-	sporulation membrane serine protease	htrC	BSU_40360	1203	400	htrC	Information processing#Protein synthesis, modification and degradation#Proteolysis#Protein quality control;Lifestyles#Sporulation#Sporulation proteins#Sporulation proteins/ other;Groups of genes#Membrane proteins	htrC	htrC;yycK;yyxA	htrC, walR→htrC
AQZ91542.1	1	GCA_002055965.1	chromosome		CP020102.1	2712292	2712402	-	peroxiredoxin		B4U62_14300	111	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AQZ91758.1	1	GCA_002055965.1	chromosome		CP020102.1	2930844	2931590	-	RNA methyltransferase	ysgA	B4U62_15455	747	248	CAB14825.1	GCA_000009045.1	chromosome	NA	AL009126.3	2930827	2931573	-	ribosomal RNA methylase	rlmBB	BSU_28650	747	248	ysgA	Information processing#Protein synthesis, modification and degradation#Translation#rRNA modification and maturation	ysgA	ysgA	ysgA
AQZ91215.1	1	GCA_002055965.1	chromosome		CP020102.1	2421462	2422196	-	pseudouridine synthase	rluB	B4U62_12555	735	244	CAB14248.2	GCA_000009045.1	chromosome	NA	AL009126.3	2421438	2422172	-	23S rRNA pseudouridine 2633 (=2605 standard) pseudouridine synthase	rluB	BSU_23160	735	244	rluB	Information processing#Protein synthesis, modification and degradation#Translation#rRNA modification and maturation	rluB	rluB;ypuL	rluB→recA
AQZ91783.1	1	GCA_002055965.1	chromosome		CP020102.1	2955800	2956525	-	DNA-binding response regulator	lytT	B4U62_15585	726	241	CAB14852.1	GCA_000009045.1	chromosome	NA	AL009126.3	2955783	2956508	-	two-component response regulator [LytS]	lytT	BSU_28920	726	241	lytT	Cellular processes#Cell envelope and cell division#Cell wall degradation/ turnover#Autolysis;Information processing#Regulation of gene expression#Transcription factors and their control#Two-component system response regulators;Groups of genes#Phosphoproteins#Phosphorylation on an Asp residue	lytT	lytT	lytS→lytT
AQZ91114.1	1	GCA_002055965.1	chromosome		CP020102.1	2320387	2321892	-	carboxypeptidase	ypwA	B4U62_12000	1506	501	CAB14125.1	GCA_000009045.1	chromosome	NA	AL009126.3	2320355	2321860	-	metal-dependent carboxypeptidase	ypwA	BSU_22080	1506	501	ypwA	Information processing#Protein synthesis, modification and degradation#Proteolysis#Additional proteins involved in proteolysis	ypwA	ypwA	ypwA
AQZ89503.1	7	GCA_002055965.1	chromosome		CP020102.1	648784	648975	-	lipoprotein	ydiK	B4U62_03445	192	63	CAB12419.1	GCA_000009045.1	chromosome	NA	AL009126.3	648742	648933	-	conserved hypothetical protein	ydiK	BSU_06000	192	63	ydiK	Groups of genes#Membrane proteins;Groups of genes#Proteins of unknown function	ydiK	ydiK	ydiL→ydiK
AQZ92006.1	1	GCA_002055965.1	chromosome		CP020102.1	3201876	3203945	-	oxidoreductase	yuxG	B4U62_16880	2070	689	CAB15100.1	GCA_000009045.1	chromosome	NA	AL009126.3	3201860	3203929	-	bifunctional rhamnulose-1-phosphate aldolase/alcohol dehydrogenase	rhaE	BSU_31220	2070	689	rhaEW	Metabolism#Carbon metabolism#Utilization of specific carbon sources#Utilization of rhamnose	rhaEW	rhaEW;yulA;yuwG	rhaEW→rhaA
AQZ92253.1	1	GCA_002055965.1	chromosome		CP020102.1	3460517	3461437	-	choline-binding protein	opuBC	B4U62_18205	921	306	CAB15376.1	GCA_000009045.1	chromosome	NA	AL009126.3	3460503	3461423	-	choline ABC transporter (choline-binding lipoprotein)	opuBC	BSU_33710	921	306	opuBC	Cellular processes#Transporters#ABC transporters#Importers#Uptake of compatible solutes for osmoprotection;Lifestyles#Coping with stress#Coping with hyper-osmotic stress;Groups of genes#Membrane proteins	opuBC	opuBC;proX	opuBA→opuBD
AQZ90819.1	4	GCA_002055965.1	chromosome		CP020102.1	2097725	2098057	-	hypothetical protein	yocL	B4U62_10495	333	110	CAB13817.1	GCA_000009045.1	chromosome	NA	AL009126.3	2097692	2098024	-	conserved protein of unknown function	yocL	BSU_19250	333	110	yocL	Lifestyles#Sporulation#Sporulation proteins#Sporulation proteins/ other	yocL	yocL	yocL
AQZ91252.1	6	GCA_002055965.1	chromosome		CP020102.1	2451172	2451387	-	hypothetical protein	yqkK	B4U62_12765	216	71	CAB14286.1	GCA_000009045.1	chromosome	NA	AL009126.3	2451148	2451363	-	conserved protein of unknown function	yqkK	BSU_23540	216	71	resQ	Information processing#Protein synthesis, modification and degradation#Translation#Translation/ other	resQ	resQ;yqkK	NA
AQZ90631.1	1	GCA_002055965.1	chromosome		CP020102.1	1878457	1879791	+	glutamine synthetase	glnA	B4U62_09490	1335	444	CAB13630.1	GCA_000009045.1	chromosome	NA	AL009126.3	1878425	1879759	+	glutamine synthetase	glnA	BSU_17460	1335	444	glnA	Metabolism#Amino acid/ nitrogen metabolism#Biosynthesis/ acquisition of amino acids#Biosynthesis/ acquisition of glutamate/ glutamine/ ammonium assimilation;Information processing#Regulation of gene expression#Transcription factors and their control#Control of transcription factor (other than two-component system);Information processing#Regulation of gene expression#Trigger enzyme#Trigger enzymes that control gene expression by protein-protein interaction with transcription factors;Groups of genes#Phosphoproteins#Phosphorylation on either a Ser, Thr or Tyr residue	glnA	glnA	glnR→glnA, ynbA→glnA, glnA
AQZ89482.1	1	GCA_002055965.1	chromosome		CP020102.1	622850	623332	-	GNAT family N-acetyltransferase	ydhI	B4U62_03295	483	160	CAB12396.1	GCA_000009045.1	chromosome	NA	AL009126.3	622808	623290	-	putative acetyltransferase	ydhI	BSU_05770	483	160	ydhI	Groups of genes#Proteins of unknown function	ydhI	ydhI	ydhI->ydhH
AQZ92661.1	1	GCA_002055965.1	chromosome		CP020102.1	3885279	3886019	-	glucose-1-phosphate thymidylyltransferase	spsI	B4U62_20370	741	246	CAB15810.1	GCA_000009045.1	chromosome	NA	AL009126.3	3885239	3885979	-	glucose-1-phosphate thymidylyltransferase	spsI	BSU_37840	741	246	spsI	Metabolism#Additional metabolic pathways#Miscellaneous metabolic pathways#Biosynthesis of rhamnose (for the exosporium);Lifestyles#Sporulation#Sporulation proteins#Sporulation proteins/ other	spsI	spsI;ipa-71d	spsA→spsL
AQZ91433.1	1	GCA_002055965.1	chromosome		CP020102.1	2624806	2625933	-	molecular chaperone DnaJ	dnaJ	B4U62_13745	1128	375	CAB14488.2	GCA_000009045.1	chromosome	NA	AL009126.3	2624785	2625912	-	co-factor of molecular chaperone	dnaJ	BSU_25460	1128	375	dnaJ	Information processing#Protein synthesis, modification and degradation#Chaperones/ protein folding;Lifestyles#Coping with stress#Heat shock proteins	dnaJ	dnaJ	hrcA→yqeV
AQZ92693.1	1	GCA_002055965.1	chromosome		CP020102.1	3915359	3917308	-	cytochrome ubiquinol oxidase subunit I	qoxB	B4U62_20535	1950	649	CAB15842.1	GCA_000009045.1	chromosome	NA	AL009126.3	3915319	3917268	-	cytochrome aa3-600 quinol oxidase (subunit I)	qoxB	BSU_38160	1950	649	qoxB	Metabolism#Electron transport and ATP synthesis#Respiration#Terminal oxidases;Groups of genes#Membrane proteins	qoxB	qoxB;ipa-38d	qoxA→qoxD
AQZ91899.1	4	GCA_002055965.1	chromosome		CP020102.1	3080647	3081150	-	lipoprotein	yteS	B4U62_16195	504	167	CAB14989.2	GCA_000009045.1	chromosome	NA	AL009126.3	3080631	3081134	-	lipoprotein required for rhamnogalaturonan transport and degradation	rmgS	BSU_30110	504	167	yteS	Groups of genes#Proteins of unknown function	yteS	yteS	yteP→yteV
AQZ90769.1	1	GCA_002055965.1	chromosome		CP020102.1	2045961	2046839	+	transporter	cyeA	B4U62_10210	879	292	CAB13769.1	GCA_000009045.1	chromosome	NA	AL009126.3	2045929	2046807	+	putative modified amino acid or TCA compound efflux permease	yoaV	BSU_18770	879	292	yoaV	Metabolism#Amino acid/ nitrogen metabolism#Putative amino acid transporter	yoaV	yoaV;cyeA	yoaS→yoaV
AQZ91199.1	1	GCA_002055965.1	chromosome		CP020102.1	2404273	2405052	-	hypothetical protein	ypbG	B4U62_12470	780	259	CAB14214.1	GCA_000009045.1	chromosome	NA	AL009126.3	2404249	2405028	-	putative phosphoesterase	ypbG	BSU_22980	780	259	ypbG	Lifestyles#Coping with stress#Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	ypbG	ypbG	ypbG
AQZ89825.1	1	GCA_002055965.1	chromosome		CP020102.1	1002539	1003363	+	glycerol uptake facilitator protein	glpF	B4U62_05235	825	274	CAB12756.1	GCA_000009045.1	chromosome	NA	AL009126.3	1002501	1003325	+	glycerol permease	glpF	BSU_09280	825	274	glpF	Cellular processes#Transporters#Transporters/ other#Carbohydrate transporter;Metabolism#Carbon metabolism#Utilization of specific carbon sources#Utilization of glycerol/ glycerol-3-phosphate;Groups of genes#Membrane proteins	glpF	glpF	glpF→glpK
AQZ89455.1	1	GCA_002055965.1	chromosome		CP020102.1	598770	599108	+	thiol reductase thioredoxin	ydfQ	B4U62_03160	339	112	CAB12358.1	GCA_000009045.1	chromosome	NA	AL009126.3	598729	599067	+	putative thioredoxin or thiol-disulfide isomerase	ydfQ	BSU_05510	339	112	ydfQ	Metabolism#Electron transport and ATP synthesis#Electron transport/ other/ based on similarity	ydfQ	ydfQ	ydfQ
AQZ91567.1	1	GCA_002055965.1	chromosome		CP020102.1	2732998	2733561	-	cysteine hydrolase	yrdC	B4U62_14445	564	187	CAB14617.1	GCA_000009045.1	chromosome	NA	AL009126.3	2732980	2733543	-	putative hydrolase	yrdC	BSU_26760	564	187	yrdC	Groups of genes#Proteins of unknown function	yrdC	yrdC	yrdC
AQZ93120.1	1	GCA_002055965.1	chromosome		CP020102.1	3300049	3301269	-	NADH dehydrogenase	yumB	B4U62_17340	1221	406	CAB15200.1	GCA_000009045.1	chromosome	NA	AL009126.3	3300034	3301254	-	putative NAD-disulfide oxidoreductase	yumB	BSU_32100	1221	406	yumB	Lifestyles#Sporulation#Sporulation proteins#Newly identified sporulation proteins (based on transcription profiling)	yumB	yumB	yumB
AQZ88973.1	4	GCA_002055965.1	chromosome		CP020102.1	68253	68555	+	spore protein YabP	yabP	B4U62_00360	303	100	CAB11836.1	GCA_000009045.1	chromosome	NA	AL009126.3	68216	68518	+	spore protein involved in the shaping of the spore coat	spcP	BSU_00600	303	100	yabP	Lifestyles#Sporulation#Sporulation proteins#Sporulation proteins/ other;Groups of genes#Membrane proteins	yabP	yabP	yabM→yabR, yabP→yabR
AQZ92062.1	1	GCA_002055965.1	chromosome		CP020102.1	3260906	3261457	-	isochorismatase	pncA	B4U62_17175	552	183	CAB15164.1	GCA_000009045.1	chromosome	NA	AL009126.3	3260891	3261442	-	"nicotinamidase; NAD salvage pathway"	pncA	BSU_31760	552	183	pncA	Metabolism#Additional metabolic pathways#Biosynthesis of cofactors#Biosynthesis of NAD(P)	pncA	pncA;yueJ	pncA→pncB, yueH→pncB
AQZ90253.1	1	GCA_002055965.1	chromosome		CP020102.1	1428307	1429014	+	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase	mtnX	B4U62_07510	708	235	CAB13233.1	GCA_000009045.1	chromosome	NA	AL009126.3	1428275	1428982	+	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphatephosphatase (HK-MTPenyl-1-P phosphatase)	mtnX	BSU_13600	708	235	mtnX	Metabolism#Amino acid/ nitrogen metabolism#Biosynthesis/ acquisition of amino acids#Biosynthesis/ acquisition of methionine/ S-adenosylmethionine	mtnX	mtnX;ykrX	mtnW→mtnD
AQZ92932.1	2	GCA_002055965.1	chromosome		CP020102.1	4165698	4166627	-	hypothetical protein	yybS	B4U62_21795	930	309	CAB16089.1	GCA_000009045.1	chromosome	NA	AL009126.3	4165659	4166588	-	putative integral inner membrane protein	yybS	BSU_40520	930	309	yybS	Groups of genes#Proteins of unknown function	yybS	yybS	yybS→rplI
AQZ93168.1	4	GCA_002055965.1	plasmid	pBS32	CP020103.1	19529	19855	-	hypothetical protein		B4U62_22180	327	108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AQZ90614.1	1	GCA_002055965.1	chromosome		CP020102.1	1865090	1865407	-	multidrug resistance protein EbrA	ebrA	B4U62_09405	318	105	CAB13614.1	GCA_000009045.1	chromosome	NA	AL009126.3	1865058	1865375	-	small toxic metabolite efflux transporter subunit	ebrA	BSU_17300	318	105	ebrA	Cellular processes#Transporters#Transporters/ other#Multidrug exporters;Lifestyles#Coping with stress#Resistance against toxins/ antibiotics;Groups of genes#Membrane proteins	ebrA	ebrA	ebrA→ebrB
AQZ91115.1	2	GCA_002055965.1	chromosome		CP020102.1	2322004	2322996	-	2-keto-3-deoxygluconate transporter	kdgT	B4U62_12005	993	330	CAB14126.1	GCA_000009045.1	chromosome	NA	AL009126.3	2321972	2322964	-	2-keto-3-deoxygluconate permease	kdgT	BSU_22090	993	330	kdgT	Cellular processes#Transporters#Transporters/ other#Carbohydrate transporter;Metabolism#Carbon metabolism#Utilization of specific carbon sources#Utilization of hexuronate;Groups of genes#Membrane proteins;Groups of genes#Efp-dependent proteins	kdgT	kdgT	kdgR→kdgT
AQZ89460.1	4	GCA_002055965.1	chromosome		CP020102.1	601782	602213	-	spore coat protein P	cotP	B4U62_03185	432	143	CAB12362.1	GCA_000009045.1	chromosome	NA	AL009126.3	601741	602172	-	spore coat protein	cotP	BSU_05550	432	143	cotP	Lifestyles#Sporulation#Sporulation proteins#Spore coat proteins#Class V	cotP	cotP;ydfT	ydgB→cotP
AQZ93230.1	12	GCA_002055965.1	plasmid	pBS32	CP020103.1	73301	73582	+	hypothetical protein		B4U62_22520	282	93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AQZ92653.1	1	GCA_002055965.1	chromosome		CP020102.1	3875820	3877232	-	amino-acid permease RocC	rocC	B4U62_20330	1413	470	CAB15803.1	GCA_000009045.1	chromosome	NA	AL009126.3	3875780	3877192	-	basic aminoacid permease	rocC	BSU_37760	1413	470	rocC	Cellular processes#Transporters#Transporters/ other#Amino acid transporters#Other amino acid transporters;Metabolism#Amino acid/ nitrogen metabolism#Biosynthesis/ acquisition of amino acids#Biosynthesis/ acquisition of arginine;Metabolism#Amino acid/ nitrogen metabolism#Utilization of amino acids#Utilization of arginine/ ornithine;Groups of genes#Membrane proteins	rocC	rocC;ipa-78d	rocA→rocC
AQZ92175.1	1	GCA_002055965.1	chromosome		CP020102.1	3379127	3379954	-	siderophore transport system ATP-binding protein YusV	yusV	B4U62_17785	828	275	CAB15283.1	GCA_000009045.1	chromosome	NA	AL009126.3	3379112	3379939	-	iron(III)-siderophore transporter (ATP binding component)	feuV	BSU_32940	828	275	yusV	Cellular processes#Transporters#ABC transporters#Importers#Uptake of iron/ siderophores;Cellular processes#Homeostasis#Acquisition of iron#ABC transporters for the uptake of iron/ siderophores;Metabolism#Additional metabolic pathways#Iron metabolism#ABC transporters for the uptake of iron/ siderophores;Groups of genes#Membrane proteins	yusV	yusV	yusV->yusU
AQZ91938.1	1	GCA_002055965.1	chromosome		CP020102.1	3125793	3127691	-	asparagine synthetase B	asnB	B4U62_16405	1899	632	CAB15032.1	GCA_000009045.1	chromosome	NA	AL009126.3	3125777	3127675	-	meso-diaminopimelic acid amidotransferase (asparagine synthetase)	asnB	BSU_30540	1899	632	asnB	Metabolism#Amino acid/ nitrogen metabolism#Biosynthesis/ acquisition of amino acids#Biosynthesis/ acquisition of aspartate/ asparagine	asnB	asnB;asn	asnB→ytnA
AQZ93151.1	4	GCA_002055965.1	chromosome		CP020102.1	4150534	4151901	-	two-component system YycF/YycG regulatory protein YycH	walH	B4U62_21710	1368	455	CAB16076.1	GCA_000009045.1	chromosome	NA	AL009126.3	4150496	4151863	-	regulator of WalRK(YycFG)	walH	BSU_40390	1368	455	walH	Cellular processes#Cell envelope and cell division#Cell wall/ other;Information processing#Regulation of gene expression#Transcription factors and their control#Control of two-component response regulators#Control of response regulators/ other;Groups of genes#Membrane proteins	walH	walH;yycH	walR→htrC
AQZ90683.1	4	GCA_002055965.1	chromosome		CP020102.1	1925025	1925453	-	hypothetical protein	yneK	B4U62_09770	429	142	CAB13680.1	GCA_000009045.1	chromosome	NA	AL009126.3	1924993	1925421	-	factor interacting with DynA	yneK	BSU_17960	429	142	yneK	Groups of genes#Membrane proteins;Groups of genes#Proteins of unknown function	yneK	yneK;yoxJ	yneK
AQZ91963.1	1	GCA_002055965.1	chromosome		CP020102.1	3146254	3147369	-	o-succinylbenzoate synthase	menC	B4U62_16530	1116	371	CAB15056.1	GCA_000009045.1	chromosome	NA	AL009126.3	3146238	3147353	-	O-succinylbenzoate-CoA synthase	menC	BSU_30780	1116	371	menC	Metabolism#Additional metabolic pathways#Biosynthesis of cofactors#Biosynthesis of menaquinone;Groups of genes#Essential genes	menC	menC;ytfD	menE→menC, menB→menC, menF→menC
AQZ93019.1	1	GCA_002055965.1	chromosome		CP020102.1	796353	798272	+	Lipoteichoic acid synthase 1	ltaSA	B4U62_04120	1920	639	CAB12545.2	GCA_000009045.1	chromosome	NA	AL009126.3	796314	798233	+	exported glycerol phosphate lipoteichoic acid synthetase and anion-binding protein	ltaSA	BSU_07260	1920	639	yfnI	Cellular processes#Cell envelope and cell division#Cell wall synthesis#Biosynthesis of lipoteichoic acid;Metabolism#Additional metabolic pathways#Biosynthesis of cell wall components#Biosynthesis of lipoteichoic acid;Lifestyles#Coping with stress#Cell envelope stress proteins (controlled by SigM, V, W, X, Y);Groups of genes#Phosphoproteins#Phosphorylation on either a Ser, Thr or Tyr residue;Groups of genes#Secreted proteins	yfnI	yfnI;yetP	yfnI
AQZ88959.1	1	GCA_002055965.1	chromosome		CP020102.1	53553	54422	+	4-diphosphocytidyl-2C-methyl-D-erythritol kinase	ipk	B4U62_00290	870	289	CAB11822.1	GCA_000009045.1	chromosome	NA	AL009126.3	53516	54385	+	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	ispE	BSU_00460	870	289	ispE	Metabolism#Lipid metabolism#Biosynthesis of lipids#Biosynthesis of isoprenoids;Groups of genes#Essential genes	ispE	ispE;yabH	ispE→yabJ
